%%%DateTime	ms since program start
2016-10-17T18:37:47.463-07:00	513
1540	-1
1541	-2
1542	-3
1542	-4
1543	-5
1543	-6
396477	3
396593	-3
396609	3
396623	-3
396640	3
396726	-3
396790	3
396860	-3
396909	3
397007	-3
397027	3
397041	-3
397057	3
397127	-3
424078	4
424177	-4
424226	4
424294	-4
424310	4
424328	-4
424343	4
424409	-4
434561	2
434643	-2
434661	2
434777	-2
434812	2
434893	-2
442612	3
442725	-3
442743	3
442760	-3
442776	3
442827	-3
442845	3
442858	-3
442875	3
442893	-3
442909	3
442959	-3
442978	3
442994	-3
443010	3
443108	-3
443126	3
443145	-3
509783	5
509850	-5
521084	3
521218	-3
521235	3
521334	-3
521385	3
521485	-3
531432	5
531450	-5
531565	5
531582	-5
539548	4
539583	-4
539617	4
539631	-4
547651	3
547797	-3
547832	3
547965	-3
548000	3
548099	-3
548148	3
548250	-3
548266	3
548283	-3
548317	3
548351	-3
548366	3
548401	-3
566617	3
566767	-3
566784	3
566916	-3
566951	3
567032	-3
567099	3
567167	-3
567182	3
567199	-3
572800	4
572967	-4
572984	4
573152	-4
573165	4
573300	-4
573315	4
573332	-4
573352	4
573467	-4
584617	2
584635	-2
584651	2
584669	-2
584786	2
584801	-2
590468	3
590567	-3
590584	3
590602	-3
590619	3
590752	-3
590770	3
590916	-3
590951	3
591052	-3
591067	3
591083	-3
597434	5
597486	-5
597550	5
597569	-5
597585	5
597602	-5
597636	5
597650	-5
597670	5
597787	-5
597800	5
597816	-5
597835	5
597851	-5
597869	5
597903	-5
597916	5
597968	-5
597986	5
598003	-5
598054	5
598084	-5
598102	5
598136	-5
598152	5
598169	-5
601167	1
601184	-1
601202	1
601270	-1
601334	1
601403	-1
607135	5
607151	-5
607186	5
607200	-5
609887	3
610002	-3
610037	3
610170	-3
610218	3
610321	-3
610336	3
610350	-3
610385	3
610453	-3
610471	3
610486	-3
617753	1
617770	-1
617785	1
617870	-1
617955	1
617970	-1
617985	1
618001	-1
618036	1
