%%%DateTime	ms since program start
20160808134625Z-7	504
94155	4
94158	-4
95126	4
95241	-4
95303	4
95320	-4
95370	4
95420	-4
95455	4
95471	-4
95489	4
95504	-4
96355	4
96370	-4
96387	4
96404	-4
96452	4
96503	-4
96522	4
96604	-4
96653	4
96686	-4
96720	4
96956	-4
96971	4
97005	-4
97055	4
97071	-4
97988	4
98006	-4
98603	4
98721	-4
99421	4
99438	-4
99503	4
99571	-4
99605	4
99621	-4
99707	4
99772	-4
99805	4
99839	-4
100023	4
100053	-4
100072	4
100170	-4
100188	4
100256	-4
100273	4
100289	-4
100305	4
100340	-4
100386	4
100424	-4
100507	4
100522	-4
100588	4
100620	-4
100857	4
100872	-4
102669	4
102704	-4
102737	4
102822	-4
102971	4
103320	-4
103922	4
105021	-4
105972	4
107004	-4
108023	4
108121	-4
108155	4
108240	-4
109253	4
109272	-4
109389	4
109424	-4
109453	4
109872	-4
109921	4
109957	-4
113138	4
114570	-4
115807	4
117454	-4
118256	4
118340	-4
118372	4
119706	-4
122770	4
123171	-4
123187	4
123321	-4
123338	4
123590	-4
124404	4
125220	-4
125806	4
125821	-4
125875	4
125954	-4
125971	4
126656	-4
127273	4
127688	-4
127705	4
128088	-4
128905	4
129321	-4
130755	4
130772	-4
131173	4
131189	-4
1266809	4
1266859	-4
1266893	4
1266993	-4
1267010	4
1267026	-4
1268027	4
1268060	-4
1268176	4
1268210	-4
1268243	4
1268310	-4
1269477	4
1269877	-4
1270893	4
1270909	-4
1270926	4
1270943	-4
1270976	4
1270993	-4
1271010	4
1271076	-4
1271094	4
1271160	-4
1271277	4
1271292	-4
1271327	4
1271377	-4
1272744	4
1272777	-4
1272927	4
1273027	-4
1273061	4
1273076	-4
1273091	4
1273110	-4
1273127	4
1273140	-4
1273160	4
1273177	-4
1273193	4
1273207	-4
1273243	4
1273277	-4
1273477	4
1273544	-4
1274808	4
1274874	-4
1274893	4
1275061	-4
1275107	4
1275127	-4
1275144	4
1275210	-4
1276444	4
1276527	-4
1276543	4
1276674	-4
1276694	4
1276709	-4
1276724	4
1276760	-4
1276793	4
1276810	-4
1276909	4
1276927	-4
1276978	4
1277259	-4
1278695	4
1279711	-4
1281344	4
1281460	-4
1281476	4
1281528	-4
1283810	4
1284211	-4
1284226	4
1284445	-4
1284459	4
1284477	-4
1284493	4
1284507	-4
1285443	4
1285494	-4
1285509	4
1285543	-4
1286259	4
1286461	-4
1286477	4
1286492	-4
1286509	4
1286543	-4
1286576	4
1286610	-4
1286625	4
1286643	-4
1286677	4
1286693	-4
1286843	4
1286911	-4
1286940	4
1286961	-4
1287077	4
1287093	-4
1287126	4
1287143	-4
1303259	4
1303277	-4
1303675	4
1303693	-4
1303778	4
1303807	-4
1304493	4
1304511	-4
1304543	4
1304559	-4
1304710	4
1305127	-4
1305142	4
1305177	-4
1306126	4
1306211	-4
1306357	4
1306740	-4
1306927	4
1306974	-4
1307777	4
1307943	-4
1307961	4
1308393	-4
1308410	4
1308461	-4
1309407	4
1309427	-4
1309808	4
1309825	-4
1309924	4
1309942	-4
1310090	4
1310124	-4
1311044	4
1311458	-4
1311476	4
1311608	-4
1311624	4
1311640	-4
1312474	4
1312657	-4
1312760	4
1312794	-4
1312943	4
1312974	-4
1313044	4
1313057	-4
1314328	4
1314407	-4
1314440	4
1314457	-4
1314524	4
1314541	-4
1314624	4
1314677	-4
1315758	4
1315777	-4
1315790	4
1315808	-4
1315824	4
1315993	-4
1316008	4
1316374	-4
1316392	4
1316407	-4
1316478	4
1316491	-4
1318208	4
1318244	-4
1318257	4
1318376	-4
1318424	4
1318541	-4
1318591	4
1318624	-4
1318693	4
1318725	-4
1318792	4
1318809	-4
1320258	4
1320274	-4
1320291	4
1320875	-4
1321890	4
1321908	-4
1322109	4
1322140	-4
1322926	4
1323542	-4
1324358	4
1324442	-4
1324458	4
1324492	-4
1324642	4
1324658	-4
1324676	4
1324692	-4
1325993	4
1326059	-4
1326075	4
1326109	-4
1326158	4
1326309	-4
1326325	4
1326376	-4
1326407	4
1326475	-4
1326493	4
1326542	-4
1327392	4
1327425	-4
1327540	4
1327591	-4
1327609	4
1327709	-4
1327726	4
1328042	-4
1328059	4
1328092	-4
1328109	4
1328126	-4
1328140	4
1328159	-4
1328176	4
1328192	-4
1843125	2
1843141	5
1843191	-5
1843207	-2
1843742	5
1843757	6
1843775	1
1843792	2
1843808	3
1843825	4
1844975	-1
1845375	-3
1845392	-4
1845409	4
1845442	3
1845458	1
1845792	-1
1845807	-2
1845825	-3
1845842	-4
1845858	-5
1845875	-6
1846209	2
1846225	3
1846242	4
1846258	5
1846275	6
1846292	-3
1846608	-4
1846623	-6
1846641	-2
1846658	-5
1851725	2
1851739	3
1851759	4
1851774	5
1851789	6
1851809	1
1853176	-3
1853190	-4
1853210	-6
1853223	-1
1853575	-5
1853591	-2
