%%%DateTime	ms since program start
2016-08-17T08:38:19.424-07:00	655
24407	3
24410	-3
24679	3
24697	-3
25464	3
25563	-3
25814	3
25827	-3
26414	3
26430	-3
26610	3
26629	-3
27180	3
27394	-3
27427	3
27531	-3
27563	3
27580	-3
28131	3
28327	-3
28515	3
28529	-3
29147	3
29247	-3
29597	3
29610	-3
30511	3
30746	-3
30763	3
30895	-3
30928	3
30961	-3
30979	3
30997	-3
31013	3
31030	-3
31530	3
31881	-3
31895	3
31911	-3
32478	3
32497	-3
32514	3
32863	-3
32880	3
32898	-3
72730	3
72748	-3
72897	3
72914	-3
75664	5
75681	-5
76231	5
76249	-5
347778	2
347796	-2
350378	2
350395	-2
369598	2
369613	-2
498736	4
498754	-4
506768	4
506786	-4
507219	4
507237	-4
513853	4
513869	-4
514403	4
514420	-4
696660	3
696679	-3
697345	3
697361	-3
697377	3
697494	-3
697561	3
697580	-3
697746	3
697763	-3
698295	3
698315	-3
698344	3
698363	-3
698428	3
698445	-3
698694	3
698712	-3
699211	3
699563	-3
699579	3
699597	-3
700311	3
700327	-3
700344	3
700395	-3
700560	3
700581	-3
701112	3
701128	-3
701145	3
701463	-3
702062	3
702431	-3
703711	3
703745	-3
703812	3
703827	-3
703944	3
703961	-3
704629	3
705161	-3
705182	3
705197	-3
705646	3
706195	-3
706215	3
706228	-3
706777	3
707079	-3
707095	3
707111	-3
707595	3
708129	-3
708778	3
708829	-3
708845	3
709362	-3
709379	3
709395	-3
709997	3
710445	-3
710462	3
710478	-3
711095	3
711114	-3
711129	3
711579	-3
713479	3
713579	-3
713629	3
713662	-3
713716	3
713731	-3
713779	3
713815	-3
713862	3
713896	-3
714064	3
714080	-3
715328	3
715362	-3
715396	3
715512	-3
715546	3
715596	-3
715663	3
715681	-3
717679	3
717945	-3
718465	3
718947	-3
719696	3
719980	-3
719996	3
720013	-3
720929	3
721195	-3
721211	3
721229	-3
721647	3
722095	-3
723147	3
723514	-3
724097	3
724147	-3
724164	3
724465	-3
724481	3
724497	-3
725798	3
725815	-3
725831	3
726498	-3
727131	3
727148	-3
727182	3
727215	-3
727231	3
727298	-3
727314	3
728080	-3
728095	3
728116	-3
728780	3
729364	-3
729379	3
729399	-3
730048	3
730965	-3
730998	3
731031	-3
731631	3
731682	-3
731714	3
731731	-3
733531	3
733646	-3
733665	3
733680	-3
733966	3
734099	-3
734632	3
734682	-3
734715	3
734747	-3
734800	3
734815	-3
735215	3
735299	-3
735581	3
735595	-3
735865	3
735878	-3
736565	3
736579	-3
737348	3
737362	-3
739083	3
739097	-3
739682	3
739698	-3
739715	3
739732	-3
741213	3
741233	-3
742266	3
742300	-3
743632	3
743648	-3
744448	3
744479	-3
744499	3
744515	-3
744533	3
744797	-3
745546	3
745563	-3
746531	3
746546	-3
798539	3
798553	-3
800234	3
800251	-3
801204	3
801235	-3
801300	3
801317	-3
801368	3
801402	-3
801802	3
801817	-3
802451	3
802503	-3
802517	3
802601	-3
802617	3
802651	-3
802718	3
802734	-3
802917	3
802934	-3
802951	3
802967	-3
802986	3
803001	-3
803751	3
803768	-3
803851	3
803918	-3
803968	3
804050	-3
804084	3
804118	-3
804167	3
804251	-3
804268	3
804318	-3
804368	3
804418	-3
804451	3
804470	-3
805034	3
805267	-3
805318	3
805368	-3
805401	3
805471	-3
805501	3
805568	-3
805586	3
805668	-3
805685	3
805768	-3
805801	3
805851	-3
805918	3
805951	-3
805984	3
806005	-3
806685	3
806768	-3
806785	3
807051	-3
807071	3
807535	-3
807552	3
807604	-3
807636	3
807651	-3
808218	3
809285	-3
809302	3
809317	-3
810419	3
810452	-3
810485	3
811135	-3
811168	3
811252	-3
811269	3
811369	-3
812369	3
813038	-3
813053	3
813071	-3
813685	3
813753	-3
813802	3
813854	-3
813886	3
814051	-3
814085	3
814168	-3
814202	3
814254	-3
814301	3
814355	-3
814403	3
