%%%DateTime	ms since program start
2016-10-13T22:37:15.308-07:00	581
1413	-5
1785	4
1802	-4
1819	4
1968	-4
2002	4
2152	-4
2185	4
2336	-4
2351	4
2467	-4
4437	5
4452	-5
4533	5
4568	-5
4649	5
4670	-5
4684	5
4701	-5
4718	5
4735	-5
4770	5
4783	-5
7100	5
7120	-5
7134	5
7168	-5
7219	5
7235	-5
7250	5
7270	-5
7319	5
7336	-5
7352	5
7366	-5
10036	4
10117	-4
10152	4
10220	-4
10303	4
10349	-4
10468	4
10485	-4
10587	4
10637	-4
13101	5
13252	-5
13299	5
13320	-5
13333	5
13432	-5
13504	5
13650	-5
13786	5
13802	-5
18171	5
18185	-5
18220	5
18234	-5
18253	5
18267	-5
18283	5
18333	-5
18403	5
18470	-5
20000	5
20037	-5
20049	5
20068	-5
21851	4
21870	-4
22017	4
22033	-4
26967	3
27201	-3
27218	3
27234	-3
28201	4
28333	-4
28368	4
28500	-4
28534	4
28670	-4
28683	4
28701	-4
28734	4
28852	-4
31386	5
31401	-5
31568	5
31584	-5
31886	5
31902	-5
31983	5
32071	-5
32084	5
32117	-5
32169	5
32234	-5
32269	5
32317	-5
32384	5
32454	-5
32467	5
32484	-5
33318	2
33603	-2
33638	2
33754	-2
35151	5
35168	-5
36185	4
36201	-4
36218	4
36334	-4
36402	4
36501	-4
36521	4
36534	-4
36569	4
36717	-4
36754	4
36854	-4
36903	4
36917	-4
39870	5
39988	-5
40018	5
40036	-5
40102	5
40152	-5
41719	2
42118	-2
44538	5
44568	-5
44635	5
44702	-5
44718	5
44751	-5
44819	5
44869	-5
44922	5
44951	-5
44969	5
44986	-5
45004	5
45155	-5
45219	5
45301	-5
45319	5
45353	-5
46605	5
46722	-5
46769	5
46852	-5
46902	5
47002	-5
47052	5
47136	-5
47203	5
47219	-5
47235	5
47285	-5
47388	2
47502	-2
47535	2
47670	-2
47702	2
47820	-2
47837	2
47852	-2
47869	2
47988	-2
48002	2
48021	-2
48035	2
48553	-2
48852	5
48969	-5
48986	5
49002	-5
49019	5
49152	-5
49202	5
49253	-5
49287	5
49303	-5
49336	5
49352	-5
49404	5
49419	-5
49536	5
49555	-5
50486	4
50503	-4
50653	4
50686	-4
50803	4
50820	-4
50970	2
51101	-2
51120	2
51136	-2
51153	2
51169	4
51186	-4
51271	-2
51285	2
51304	-2
51320	2
51420	-2
51437	2
51452	-2
51471	2
51620	-2
51636	2
51752	-2
54203	4
54220	-4
54237	4
54270	-4
54287	4
54304	-4
54371	4
54420	-4
54436	4
54455	-4
54503	4
54520	-4
55637	4
55653	-4
55671	4
55787	-4
55803	4
56004	-4
56020	4
56138	-4
56170	4
56337	-4
56354	4
56486	-4
56537	4
56553	-4
60136	5
60220	-5
60236	5
60254	-5
60271	5
60371	-5
60437	5
60504	-5
60521	5
60536	-5
60621	5
60688	-5
60788	5
60837	-5
63838	3
63854	-3
65272	3
65672	5
66088	-3
66505	-5
67939	4
68338	-4
68355	4
68472	-4
68488	4
68688	-4
68722	4
68788	-4
69621	4
69706	-4
69772	4
69889	-4
69939	4
70072	-4
70119	4
70186	5
70252	-4
70269	-5
70289	5
70302	-5
70337	5
70439	-5
70489	5
70587	-5
70604	5
70621	-5
72636	4
72670	-4
72721	4
72738	-4
72772	4
72821	-4
72906	4
72937	-4
73073	4
73088	-4
73155	4
73222	-4
77972	5
78205	-5
78219	5
78254	-5
78289	5
78305	-5
78336	5
78356	-5
78405	5
78422	-5
78506	5
78522	-5
78539	5
78555	-5
78623	5
78638	-5
78656	5
78672	-5
78688	5
78705	-5
80840	4
80990	-4
81021	4
81039	-4
81854	4
81873	-4
81956	4
81970	-4
82021	4
82039	-4
82055	4
82086	-4
82156	4
82206	-4
82223	4
82237	-4
86637	2
86774	-2
86788	2
86923	-2
86956	2
87041	3
87074	-2
87103	2
87137	-3
87171	-2
87190	3
87322	-3
87357	3
87490	-3
87521	3
87656	-3
87705	3
87807	-3
87821	3
87840	-3
89020	4
89087	-4
89106	4
89257	-4
89272	4
89338	-4
89374	4
89388	-4
90255	5
90421	-5
90439	5
90472	-5
90489	5
90503	-5
94136	5
94241	-5
94287	5
94386	-5
94457	5
94554	-5
95170	5
95205	-5
95256	5
95321	-5
95340	5
95355	-5
95374	5
95390	-5
95403	5
95424	-5
95457	5
95506	-5
95588	5
95606	-5
95654	5
95673	-5
95687	5
95704	-5
95739	5
95756	-5
95788	5
95806	-5
98656	4
98673	-4
98722	4
98839	-4
98891	4
99007	-4
99041	4
99173	-4
99203	4
99338	-4
99357	4
99373	-4
100905	5
100987	-5
101037	5
101172	-5
101220	5
101290	-5
101390	5
101457	-5
101573	5
101606	-5
101640	5
101656	-5
101723	5
101770	-5
101822	5
101841	-5
101903	5
101958	-5
101987	5
102004	-5
102953	2
103071	-2
103108	2
103239	-2
103274	2
103290	-2
103305	2
103403	-2
103440	2
103555	-2
104787	3
104820	-3
104840	3
104856	-3
104874	3
104957	2
104973	-3
105073	-2
105107	2
105207	-2
105240	2
105340	-2
105370	2
105421	-2
105439	2
105456	-2
108690	5
108887	-5
110204	5
110239	-5
110254	5
110274	-5
110308	5
110454	-5
110471	5
110488	-5
110506	5
110556	-5
110592	5
