%%%DateTime	ms since program start
201687201345Z-7	431
1699	-1
1703	-2
1722	-3
1738	-4
1755	-5
1772	-6
1887930	3
1888116	-3
1894066	3
1894081	-3
1903780	3
1903798	-3
2522806	3
2522823	-3
2544523	3
2544541	-3
2544606	3
2544622	-3
2558656	3
2558739	-3
2564389	3
2564405	-3
2564538	3
2564555	-3
2564575	3
2564589	-3
2564622	3
2564638	-3
2564654	3
2564672	-3
2573206	3
2573224	-3
2584255	3
2584274	-3
2584338	3
2584354	-3
2598591	3
2598606	-3
2604137	3
2604338	-3
2609856	3
2609872	-3
2609954	3
2609971	-3
2615589	3
2615604	-3
2621242	3
2621277	-3
2630342	3
2630494	-3
2631777	3
2631795	-3
2631910	3
2631927	-3
2632008	3
2632028	-3
2640577	3
2640593	-3
2640628	3
2640658	-3
2640676	3
2640694	-3
2640761	3
2640775	-3
2645493	2
2645912	-2
2652458	3
2652475	-3
2652542	3
2652562	-3
2652575	3
2652595	-3
2652608	3
2652625	-3
2652675	3
2652708	-3
2660659	3
2660676	-3
2660759	3
2660776	-3
2666594	3
2666610	-3
2666660	3
2666677	-3
2666710	3
2666725	-3
2666744	3
2666760	-3
2666776	3
2666794	-3
2672528	3
2672561	-3
2672576	3
2672591	-3
2672610	3
2672626	-3
2672642	3
2672659	-3
2672728	3
2672744	-3
5531613	2
5531699	-2
5532432	2
5532448	-2
5558446	5
5558662	-5
5689894	6
5692997	-6
5695680	5
5696480	-5
5697713	5
5697929	-5
5700780	4
5701196	-4
5701311	4
5701811	-4
5702213	4
5702628	-4
5702646	4
5702729	-4
5702879	4
5704881	-4
5704896	4
5704998	-4
5707548	3
5709594	-3
5709778	3
5710214	-3
5716760	2
5717162	-2
5717580	2
5717993	-2
5718394	2
5718810	-2
5721062	1
5723327	-1
5723377	1
5723978	-1
6325029	3
6325046	-3
6325062	3
6325079	-3
6325096	3
6325112	-3
6325129	3
6325146	-3
6355946	3
6356362	-3
6615224	3
6615240	-3
6615323	3
6615340	-3
6629773	3
6629792	-3
6629807	3
6629843	-3
6629857	3
6629877	-3
6635925	3
6635943	-3
6635958	3
6635975	-3
6636041	3
6636059	-3
6642276	3
6642377	-3
6648457	3
6648474	-3
6648526	3
6648541	-3
6648558	3
6648574	-3
6654759	3
6654776	-3
6654793	3
6654826	-3
6660907	3
6661075	-3
6666642	3
6666659	-3
6666693	3
6666708	-3
6666726	3
6666792	-3
6677696	3
6677712	-3
6689412	3
