%%%DateTime	ms since program start
2016-08-14T01:15:57.029-07:00	820
2054	-1
2056	-3
2077	-4
151102	1
151134	-1
151733	1
151752	-1
151816	1
151916	-1
159017	3
159034	-3
162400	4
162435	-4
162468	4
162501	-4
162734	4
162885	-4
232620	3
232637	-3
239421	4
239471	-4
239854	4
239904	-4
239954	4
239987	-4
240821	4
241005	-4
511092	1
513189	-1
522422	3
522440	-3
522456	3
522655	-3
522873	3
522959	-3
523206	3
532689	4
533559	-4
533672	4
534658	-4
534676	4
536543	-6
540441	-3
540456	3
543176	6
543860	-6
544156	6
947897	-5
947918	5
947932	-5
947948	5
948032	-5
948051	5
1044105	-5
1044120	5
1066687	-6
1114420	-4
1114688	4
1150742	-4
1150772	4
1164091	-4
1164107	4
1187310	-3
1187343	3
1204841	-4
1204857	4
1214775	-3
1214813	3
1214859	-3
1219626	-4
1219641	4
1227993	-5
1228010	5
1228510	-4
1228528	4
1231928	-2
1234128	6
1234344	-6
1238879	-4
1238895	4
1238910	-4
1239046	4
1245197	-5
1245212	5
1248096	-4
1253714	4
1253797	-4
1253811	4
1263397	-4
1263412	4
1263445	-4
1263464	4
1263582	-4
1263614	4
1263645	-4
1267527	3
1267544	-3
1267712	3
1267747	-3
1267761	3
1270378	4
1276429	-5
1276746	5
1293232	-5
1293247	5
1295916	-4
1295932	4
1304283	1
1304299	-1
1315849	-4
1315867	4
1386318	-3
1386735	3
1386752	-3
1400271	3
1400303	-3
1400438	3
1998355	-5
1998520	5
2024323	-5
2024340	5
2033141	-5
2033157	5
3061968	-4
3202959	4
3202972	-4
3385668	-3
3401071	3
3401080	-3
3401104	3
3401115	-3
3401134	3
3401553	-3
3401566	3
3838380	-5
3838479	5
3838560	-5
4013297	5
4013461	-5
4013478	5
4018046	4
4018062	-4
4018079	4
4018183	-4
4018227	4
4050561	-4
4050583	4
4064331	-4
4064344	4
4069417	-3
4069428	3
4087565	-5
4087579	5
4102132	-4
4102148	2
4102165	4
4102631	-4
4102647	4
4107129	-4
4107348	4
4111197	-2
4111218	2
4127965	-4
4127982	4
4128049	-4
4128216	4
4147485	-2
4147534	2
4147552	-2
4147566	2
4147697	-2
4152401	-3
4152800	3
4153220	-3
4169804	3
4194182	2
4194200	-2
4377074	2
4377486	-2
4381793	-4
4381803	4
4382403	-4
4382825	4
4385889	-4
4385905	4
4386094	-4
4386107	4
4397788	-4
4397811	4
4411695	-4
4412105	4
4416189	-3
4416205	3
4416305	-3
4423771	3
4426055	-4
4426072	4
4860173	-4
4860189	4
4860256	-4
5139414	-5
5139747	5
5158211	-5
5158230	5
5164796	4
5164816	-4
5164829	4
5164929	-4
5164961	4
5165045	-4
5165062	4
5165080	-4
5173815	-5
5173833	5
5185083	4
5283398	-5
5283418	5
5290150	-4
5290165	4
5296553	-4
5296586	4
5306037	-5
5306047	5
5378421	-5
5378437	5
5378522	-5
5378534	5
5399522	-5
5399538	5
5432904	-5
5433104	5
5441604	-5
5441622	5
5441772	-5
5441788	5
5571162	2
5571279	-2
5856170	2
5856214	-2
5856231	2
5856247	-2
5856281	2
5856349	-2
5856414	2
5856436	-2
5856447	2
5856464	-2
5856486	2
5856499	-2
5878402	2
5878435	-2
5878452	2
5878485	-2
5878519	2
5878785	-2
5878802	2
5927823	-3
5927835	3
5950772	-5
5950785	5
5971767	-5
5971788	5
5972184	-5
5972207	5
6014573	-5
6014789	5
6028570	-5
6028593	5
6039237	-5
6039255	5
6039424	-5
6039438	5
6395899	-5
6395949	5
7649631	-5
7649644	5
7689983	-5
7690000	5
7727250	-5
7727267	5
7743987	-5
7744003	5
7777850	-5
7777868	5
7827203	-5
7827620	5
7889555	-5
7889572	-2
7889589	5
7906856	-5
7906876	5
7919991	-5
7920011	5
7934329	-5
7934341	5
7958694	-5
7958712	5
8005812	-5
8005828	5
8798228	2
8899715	-5
8899735	5
8899749	-5
8899884	5
8899904	-5
8899918	5
8900183	-5
8904954	5
8904983	-5
8905039	5
8905117	-5
8905134	5
8905149	-5
8905172	5
8905272	-5
8905284	5
8905300	-5
8905315	5
8905422	-5
8905448	5
8912115	-3
8912139	3
8916633	-5
8916649	5
8916668	-5
8916684	5
8932804	-5
8932821	5
8956424	-5
8956437	5
8990576	-5
8990969	5
10459703	-2
14060594	-4
15172053	4
15172066	-4
15172363	4
15172419	-4
