%%%DateTime	ms since program start
20160808125335Z-7	549
4595	-3
5466	3
6283	-3
6301	3
7100	-3
7118	3
7219	-3
10385	3
10401	-3
1084364	4
1084779	-4
1759654	3
1759674	-3
1770046	3
1770097	-3
1770878	3
1770895	-3
1771029	3
1771062	-3
1772715	3
1773129	-3
1773746	3
1773762	-3
1774763	3
1774779	-3
1775797	3
1775812	-3
1778046	3
1778130	-3
1778864	3
1778878	-3
1779680	3
1780097	-3
1780913	3
1781313	-3
1781930	3
1781947	-3
1783164	3
1783312	-3
1783978	3
1783996	-3
1784030	3
1784046	-3
1784095	3
1784213	-3
1784247	3
1784297	-3
1784330	3
1784364	-3
1786864	3
1786927	-3
1787881	3
1787896	-3
1787914	3
1787930	-3
1787947	3
1787962	-3
1787997	3
1788063	-3
1788077	3
1788093	-3
1788114	3
1788130	-3
1788164	3
1788214	-3
1789315	3
1789397	-3
1789411	3
1789563	-3
1790530	3
1790546	-3
1791212	3
1791977	-3
1793144	3
1793163	-3
1793279	3
1793612	-3
1794411	3
1794481	-3
1794645	3
1794764	-3
1795411	3
1795647	-3
1795663	3
1795777	-3
1799144	3
1799164	-3
1800363	3
1800777	-3
1801395	3
1801814	-3
1802829	3
1802860	-3
1802911	3
1802961	-3
1803647	3
1804260	-3
1804664	3
1805277	-3
1807330	3
1807497	-3
1808144	3
1808563	-3
1809181	3
1809194	-3
1809230	3
1809294	-3
1809313	3
1809593	-3
1811228	3
1811244	-3
1812044	3
1812110	-3
1812143	3
1812177	-3
1812315	3
1812327	-3
1813061	3
1813677	-3
1814294	3
1814310	-3
1814344	3
1814377	-3
1814410	3
1814694	-3
1814727	3
1814761	-3
1815527	3
1815544	-3
1815627	3
1815944	-3
1815961	3
1815994	-3
1816028	3
1816077	-3
1816128	3
1816160	-3
1816194	3
1816278	-3
1816294	3
1816344	-3
1817361	3
1817378	-3
1818395	3
1818564	-3
1818594	3
1818645	-3
1818678	3
1818694	-3
1819411	3
1819428	-3
1820445	3
1820461	-3
1820662	3
1820780	-3
1821662	3
1821678	-3
1821778	3
1821795	-3
1821811	3
1822279	-3
1822895	3
1823095	-3
1823794	3
1824128	-3
2088942	3
2088960	-3
2089544	3
2089642	-3
2089659	3
2089728	-3
2089743	3
2089825	-3
2090576	3
2090592	-3
2090611	3
2090775	-3
2090827	3
2090842	-3
2090909	3
2090978	-3
2090992	3
2091077	-3
2091813	3
2092625	-3
2093244	3
2094058	-3
2094874	3
2095694	-3
2096508	3
2097542	-3
2098159	3
2098976	-3
2099577	3
2100410	-3
2101025	3
2101059	-3
2101076	3
2101162	-3
2101176	3
2102044	-3
2103876	3
2104292	-3
2104909	3
2105326	-3
2105343	3
2105376	-3
2105426	3
2105476	-3
2105511	3
2105926	-3
2105942	3
2105959	-3
2106542	3
2106660	-3
2106693	3
2106879	-3
2106892	3
2106927	-3
2107093	3
2107143	-3
2107177	3
2107227	-3
2107293	3
2107326	-3
2107410	3
2107426	-3
2107510	3
2107543	-3
2107627	3
2107644	-3
2108393	3
2108526	-3
2108560	3
2108593	-3
2108628	3
2108643	-3
2109409	3
2109427	-3
2109493	3
2109510	-3
2109560	3
2109627	-3
2109644	3
2110027	-3
2110058	3
2110091	-3
2110177	3
2110243	-3
2110277	3
2110328	-3
2110377	3
2110460	-3
2110477	3
2110527	-3
2111143	3
2111493	-3
2111510	3
2111578	-3
2111627	3
2111643	-3
2111677	3
2111759	-3
2111793	3
2111977	-3
2112010	3
2112059	-3
2112127	3
2112177	-3
2112227	3
2112293	-3
2112311	3
2112495	-3
2112528	3
2112727	-3
2112761	3
2112827	-3
2112877	3
2113060	-3
2113111	3
2113177	-3
2114044	3
2114061	-3
2114077	3
2114094	-3
2114127	3
2114178	-3
2114192	3
2114377	-3
2114394	3
2114461	-3
2114494	3
2114544	-3
2114594	3
2115142	-3
2115978	3
2117195	-3
2117811	3
2117895	-3
2117910	3
2117943	-3
2117995	3
2118061	-3
2118077	3
2118128	-3
2118178	3
2118378	-3
2118394	3
2118445	-3
2118495	3
2118662	-3
2118711	3
2118894	-3
2118927	3
2118995	-3
2119045	3
2119095	-3
2119144	3
2119211	-3
2119261	3
2119861	-3
2119912	3
2119961	-3
2120678	3
2122526	-3
2123145	3
2124362	-3
2124978	3
2125009	-3
2125024	3
2125595	-3
2125608	3
2126010	-3
2126058	3
2126078	-3
2126826	3
2127225	-3
2127245	3
2127257	-3
2127311	3
2127361	-3
2127411	3
2127578	-3
2127627	3
2128059	-3
2128078	3
2128228	-3
2128261	3
2128425	-3
2129912	3
2130928	-3
2130995	3
2131025	-3
2131541	3
2131945	-3
2131961	3
2132112	-3
2132162	3
2132307	-3
2132343	3
2132394	-3
2132461	3
2132477	-3
2132528	3
2132543	-3
2133177	3
2133327	-3
2133344	3
2133407	-3
2133442	3
2133528	-3
2133544	3
2133608	-3
2133644	3
