%%%DateTime	ms since program start
2016-10-13T21:45:29.218-07:00	15309
24298	4
24354	-4
24384	4
24505	-4
24517	4
24601	-4
32668	6
32685	-6
32736	6
32751	-6
32771	6
32788	-6
37786	4
37902	-4
45154	6
45185	-6
47806	4
47852	-4
80797	6
80812	-6
80848	6
81215	-6
81231	6
81265	-6
83865	5
84048	-5
93699	6
93716	-6
96167	5
96182	-5
96199	5
96283	-5
96299	5
96316	-5
104765	5
104781	-5
110282	5
110298	-5
110382	5
110400	-5
118067	5
118082	-5
120733	5
120781	-5
120831	5
120884	-5
120900	5
120948	-5
123601	6
123682	-6
123717	6
123816	-6
123833	6
123849	-6
124833	4
125168	-4
132615	4
132733	-4
132749	4
132998	-4
135884	5
135900	-5
135918	5
135935	-5
135948	5
135965	-5
141433	5
141484	-5
145984	4
146100	-4
146198	4
146302	-4
146384	4
146518	-4
146535	4
146549	-4
146599	4
146732	-4
146751	4
146767	-4
149618	5
149683	-5
149715	5
149850	-5
149901	5
149982	-5
181168	3
181284	-3
181317	3
181336	-3
181369	3
181503	-3
181568	3
181702	-3
181719	3
181735	-3
181817	3
181951	-3
181968	3
181986	-3
205087	4
205104	-4
205121	4
205204	-4
205221	4
205454	-4
212903	4
212938	-4
212954	4
213089	-4
213105	4
213221	-4
213235	4
213286	-4
213306	4
213321	-4
213337	4
213355	-4
223356	4
223756	-4
234822	4
234838	-4
234857	4
234954	-4
234989	4
235121	-4
235140	4
235221	-4
246698	4
246746	-4
246762	4
246780	-4
246796	4
246879	-4
246912	4
247012	-4
247030	4
247047	-4
255498	4
255546	-4
255580	4
255678	-4
255712	4
255812	-4
257647	4
257798	-4
257814	4
257829	-4
257848	4
257862	-4
257880	4
258012	-4
258064	4
258197	-4
258213	4
258230	-4
258246	4
258396	-4
264096	4
264199	-4
264212	4
264350	-4
264362	4
264496	-4
264512	4
264647	-4
273115	4
273130	-4
273163	4
273266	-4
273381	4
273483	-4
273497	4
273514	-4
273563	4
273696	-4
286666	5
286682	-5
286732	5
286782	-5
286883	5
286915	-5
286966	5
287000	-5
287016	5
287033	-5
287100	5
287115	-5
287216	5
287266	-5
287349	5
287365	-5
290100	4
290350	-4
290366	4
290432	-4
290449	4
290464	-4
290483	4
290500	-4
298518	4
298548	-4
298564	4
298701	-4
298715	4
298831	-4
298851	4
299000	-4
299017	4
299133	-4
299150	4
299167	-4
301984	2
302000	-2
302017	2
302031	-2
302050	2
302200	-2
302233	2
302383	-2
302400	2
302414	-2
302435	2
302585	-2
307518	4
307634	-4
307650	4
307934	-4
316183	4
316285	-4
316315	4
316415	-4
316449	4
316551	-4
316582	4
316652	-4
316669	4
316682	-4
319317	5
319418	-5
319468	5
319533	-5
319549	5
319566	-5
331066	4
331203	-4
338854	5
339001	-5
352801	3
352920	-3
352935	3
352951	-3
353002	3
353118	-3
353253	3
353356	-3
353369	3
353385	-3
353636	4
353751	-4
353768	4
353884	-4
353903	4
354019	-4
354035	4
354135	-4
354818	3
354836	-3
354851	3
354885	-3
355004	3
355052	-3
355103	3
355168	-3
355185	3
355203	-3
362204	4
362305	-4
362336	4
362401	-4
362422	4
362436	-4
363021	4
363037	-4
366086	4
366302	-4
366318	4
366439	-4
366453	4
366585	-4
366638	4
366755	-4
373052	5
373672	-5
376136	3
376205	-3
376221	3
376303	-3
376321	3
376338	-3
380436	4
380552	-4
385203	4
385306	-4
385319	4
385455	-4
385486	4
385569	-4
385586	4
385602	-4
387320	3
387407	-3
387487	3
387639	-3
387703	3
387889	-3
387954	3
388036	-3
391505	5
391522	-5
391553	5
391569	-5
391588	5
391604	-5
393740	4
393990	-4
394019	4
394103	-4
394120	4
394139	-4
395187	4
395203	-4
395238	4
395303	-4
395389	4
395454	-4
395505	4
395565	-4
395570	4
395589	-4
399272	5
399289	-5
399673	5
400089	-5
400906	5
401340	-5
401940	5
402556	-5
402954	4
403057	-4
403089	4
403190	-4
403221	4
403323	-4
403337	4
403353	-4
406854	4
406937	3
406953	-4
406970	4
406987	-4
407021	4
407040	-3
407071	3
407157	-4
407203	4
407220	-3
407237	3
407354	-4
407370	-3
407389	3
407424	4
407506	-3
407540	3
407556	-4
407573	4
407590	-4
407656	-3
409107	3
409274	-3
409722	5
409738	-5
410539	5
410557	-5
410591	5
410656	-5
410720	5
410755	-5
411557	4
411573	-4
411603	4
411673	-4
411689	4
411707	-4
411722	4
411840	-4
411854	4
411921	-4
411940	4
411956	-4
413821	3
413840	-3
413855	3
413872	-3
413988	3
414041	-3
416890	5
416955	-5
416971	5
416990	-5
420157	5
420222	-5
422857	5
422874	-5
422904	5
422922	-5
424592	4
424606	-4
424641	4
424657	-4
426504	4
426521	-4
426607	4
426624	-4
426772	4
426789	-4
426854	4
426874	-4
426991	4
427042	-4
427107	4
427125	-4
427158	4
427172	-4
431223	4
431242	-4
431258	3
431340	4
431358	-4
431374	-3
431391	3
431542	-3
431557	3
431641	-3
432041	5
432058	-5
432091	5
432208	-5
432256	5
432292	-5
432307	5
432341	-5
435524	3
435942	-3
437959	5
437992	-5
438008	5
438055	-5
438089	5
438108	-5
438124	5
438191	-5
438224	5
438321	-5
438342	5
438356	-5
441058	3
441073	-3
441108	3
441175	-3
441241	3
441308	-3
441324	3
441342	-3
443308	5
443325	-5
444742	4
445009	-4
446172	5
446191	-5
446209	5
446224	-5
446258	5
446291	-5
446409	5
446425	-5
447192	4
447292	-4
447308	4
447375	-4
449460	5
449625	-5
449658	5
449775	-5
449822	5
449892	-5
449908	5
449925	-5
450008	5
450055	-5
450125	5
450142	-5
450155	5
450175	-5
451491	5
451506	-5
451526	5
451541	-5
451557	5
451576	-5
