%%%DateTime	ms since program start
20160808220640Z-7	545
1972261	3
1972269	-3
1972369	3
1972385	-3
1972402	3
1972419	-3
1972619	3
1972670	-3
1976302	4
1976319	-4
1976402	4
1976418	-4
2079538	3
2079553	-3
2619809	3
2619823	-3
2648680	3
3356284	-3
3356317	3
3356352	-3
3356366	3
3356469	-3
3356483	3
3356600	-3
3356616	3
3378714	-3
3378729	3
3378829	-3
3378849	3
3378982	-3
3378995	3
3379012	-3
3379029	3
3388232	-3
3388248	3
3388315	-3
3388349	3
3388448	-3
3388462	3
3409131	-3
3409147	3
3409231	-3
3409247	3
3446599	-3
3446628	3
3446681	-3
3446696	3
3446814	-3
3446831	3
3530285	-3
3530301	3
3538384	-3
3538404	3
3538501	-3
3538518	3
3538537	-3
3538551	3
3538650	-3
3538667	3
3538684	-3
3538702	3
3538788	-3
3538820	3
3548627	-3
3548646	3
3548926	-3
3548940	3
3548973	-3
3548988	3
3549073	-3
3549090	3
3549138	-3
3549155	3
3549240	-3
3549258	3
3636255	-3
3636271	3
3636322	-3
3636339	3
3660204	-3
3660222	3
3660240	-3
3660256	3
3660357	-3
3660372	3
3660390	-3
3660406	3
3660487	-3
3660504	3
3712636	-3
3712653	3
4425160	4
4425174	-4
4425573	4
4425628	-4
4425977	4
4425993	-4
4426141	4
4426160	-4
4426276	4
4426294	-4
4426428	4
4426443	-4
4426594	4
4426610	-4
4426743	4
4426760	-4
4426842	4
4426877	-4
4427078	4
4427093	-4
4427143	4
4427159	-4
4427411	4
4427427	-4
4427476	4
4427490	-4
4427824	4
4427843	-4
4427857	4
4427877	-4
4607435	6
4607852	-6
4607984	6
4608001	-6
4610299	5
4610315	-5
4610717	5
4611118	-5
4611248	5
4611535	-5
4612767	4
4612783	-3
4612799	-4
4613168	4
4613249	-4
4613265	4
4613349	-4
4615431	3
4615518	-3
4618298	2
4618699	-2
